NewsInEnglish,NewsInTamil,Category,CategoryInTamil
2018/Sep/51672-bishop-franco-mullakal-arrested-reports.txt,கன்னியாஸ்திரி பாலியல் வன்கொடுமை விவகாரம்: பிஷப் கைது?,india, இந்தியா
2017/Apr/19279-court-order-to-vijay-mallya-telephone-must-be-on.txt,போனை ஆனிலேயே வைத்திருக்க வேண்டும்... மல்லையாவுக்கு விதிக்கப்பட்ட நிபந்தனைகள்,world, உலகம்
2017/Dec/37763-rk-nagar-votes-counted-in-19-rounds-district-election-officer.txt,ஆர்.கே.நகர் வாக்குகள் 19 சுற்றுகளில் எண்ணப்படும்: மாவட்ட தேர்தல் அதிகாரி,tamilnadu, தமிழ்நாடு
2018/Feb/41303-minister-os-manian-explained-about-the-controversy-on-his-driver-death.txt,மனிதாபிமானம் இல்லாமல் நடந்து கொண்டேனா ? - ஓ.எஸ்.மணியன் விளக்கம்,politics, அரசியல்
2018/Dec/55595-theresa-may-wins-confidence-vote.txt,பிரிட்டன் பிரதமருக்கு எதிரான நம்பிக்கையில்லா தீர்மானம்‌ தோல்வி,world, உலகம்
2018/Oct/53179-rajinikanth-today-statement.txt,“குடும்பத்தை பராமரிக்காமல் யாரும் மன்றப் பணிகளுக்கு வர வேண்டாம்”- ரஜினி அறிக்கை,politics, அரசியல்
2018/Feb/40771-three-arrested-for-attacking-woman-it-employee.txt,பெண் ஐ.டி ஊழியரை தாக்கி வழிப்பறி: 3 பேர் கைது,tamilnadu, தமிழ்நாடு
2018/Apr/43099-the-american-president-has-portrayed-trump-as-a-cartoonist-and-posted-on-twitter-on-the-twitter-page-of-hollywood-actor.txt,80 ஆயிரம் லைக்ஸ்..24 ஆயிரம் ரீ ட்விட்: ட்விட்டரை கலக்கும் ட்ரம்ப் கார்டூன்ஸ் ,world, உலகம்
2018/Sep/50787-amitpanghal-won-the-gold-medal-in-boxing.txt,ஆசிய விளையாட்டில் இந்தியா புதிய சாதனை,sports, விளையாட்டு
2018/Jun/47621-pok-crosses-into-india-by-mistake-sent-back-with-sweets.txt,எல்லை தாண்டிய சிறுவனுக்கு ஸ்வீட் கொடுத்து அனுப்பிய இந்திய ராணுவம்!,india, இந்தியா
2017/May/20093-modi-srilanka-visit.txt,இலங்கையில் மோடி: விடிவு கிட்டுமா தமிழர்களுக்கு?,india, இந்தியா
2017/Jul/25606-ashamed-of-being-with-dmk-t-rajender.txt,திமுகவுடன் இருந்ததற்கு வெட்கப்படுகிறேன்: டி.ராஜேந்தர்,politics, அரசியல்
2017/Nov/35748-emmerson-mnangagwa-sworn-in-as-zimbabwe-president.txt,ஜிம்பாப்வே புதிய அதிபர் எம்மர்சன் பதவியேற்பு,world, உலகம்
2018/Aug/50548-supreme-court-notice-to-centre-whatsapp-against-payments-service.txt,வாட்ஸ் அப் குறைத்தீர்ப்பு அதிகாரியை நியமிக்காதது ஏன்?: உச்சநீதிமன்றம் கேள்வி,india, இந்தியா
2018/Aug/50381-ias-officers-transferred.txt,மூத்த ஐஏஎஸ் அதிகாரிகள் பணியிட மாற்றம்,tamilnadu, தமிழ்நாடு
2018/Dec/55005-ms-dhoni-strength-is-immeasurable-fleming-bats-for-former-india-captain-berth-in-2019-world-cup-squad.txt,“தோனியின் வலிமையை யாராலும் கணிக்க முடியாது” - ஃப்ளமிங் பெருமிதம்,sports, விளையாட்டு
2018/Oct/52343-minister-thangamani-allegation-against-ttv-dhinakaran.txt,‘தினகரன் தான் தூதுவிட்டார்’ - அமைச்சர் தங்கமணி பதிலடி,politics, அரசியல்
2018/Sep/51330-i-will-stand-with-nuns-manju-warrier.txt,’நீதி வேண்டும்’: பிஷப்புக்கு எதிரான போராட்டத்துக்கு மஞ்சுவாரியர் ஆதரவு!,cinema, சினிமா
2017/Aug/26857-tamil-nadu-cm-edappadi-palanisamy-wishes-for-krishna-jayanthi.txt,தமிழக மக்களுக்கு முதலமைச்சர் கிருஷ்ண ஜெயந்தி வாழ்த்து,tamilnadu, தமிழ்நாடு
2017/Apr/19575-uthappa-rocking.txt,அசத்தினார் உத்தப்பா: முதலிடத்தில் கொல்கத்தா,sports, விளையாட்டு
2017/Feb/16697-one-more-mla-support-to-opanneerselvam.txt,பன்னீர்செல்வத்துக்கு மேலும் ஒரு எம்எல்ஏ ஆதரவு,tamilnadu, தமிழ்நாடு
2018/Jun/46601-powell-takes-wi-360-ahead-after-bowlers-day-out.txt,வெஸ்ட் இண்டீஸுக்கு எதிரான டெஸ்ட்: 185 ரன்னில் சுருண்டது இலங்கை!,sports, விளையாட்டு
2016/Nov/13513-nabha-jailbreak-terrorist-harminder-singh-arrested.txt,காலிஸ்தான்  பயங்கரவாதி ஹர்மீந்தரை சுற்றி வளைத்தது டெல்லி போலீஸ்,india, இந்தியா
2018/Aug/50097-kerala-flood-pm-narendra-modi-to-visit-state.txt,கேரளாவுக்கு கூடுதல் ஹெலிகாப்டர்களை அனுப்ப உத்தரவு- நிர்மலா சீதாராமன்,india, இந்தியா
2018/Jul/48434-wordlcup-football-today-final-match.txt,உலகக்கோப்பை கால்பந்தில் கிளைமேக்ஸ் காட்சி: கோப்பை யாருக்கு?,sports, விளையாட்டு
2017/Apr/18893-fake-aadhar-detected-by-cops.txt,ஆதாரிலும் போலி: ஆட்களை அமுக்கியது போலீஸ்,india, இந்தியா
2017/Mar/18537-brad-hodge-apologises-to-virat-kohli.txt,கோலியிடம் மன்னிப்பு கோரினார் ஆஸி. முன்னாள் வீரர்,sports, விளையாட்டு
2017/Jan/15476-pongal-wishes-to-tamil-people.txt,பொங்கல் பொங்கட்டும்.. மகிழ்ச்சி தங்கட்டும்... சசிகலா வாழ்த்து,tamilnadu, தமிழ்நாடு
2017/Sep/28703-killing-of-rohingya-muslims-malala-condemns-aung-san-suu-kyi.txt,ரோஹிங்யா இஸ்லாமியர்கள் படுகொலை: ஆங் சான் சூச்சிக்கு மலாலா கண்டனம்,world, உலகம்
2018/Nov/54366-lalu-prasad-yadav-s-health-condition-worsens-says-doctor.txt,லாலு பிரசாத் யாதவ் உடல் நிலை மோசம்: டாக்டர்கள் தகவல்,india, இந்தியா
2018/May/45232-what-said-in-draft-of-cauvery-management-scheme-which-submits-by-center-in-supreme-court.txt,காவிரி வரைவுத் திட்டத்தில் உள்ளது என்ன?,india, இந்தியா
2017/Nov/35748-emmerson-mnangagwa-sworn-in-as-zimbabwe-president.txt,ஜிம்பாப்வே புதிய அதிபர் எம்மர்சன் பதவியேற்பு,world, உலகம்
2018/May/46036-malaysia-pm-mahathir-announces-plan-to-scrap-high-speed-rail-project.txt,சிங்கப்பூருக்கான புல்லட் ரயில் திட்டம் ரத்து: மலேசிய பிரதமர் அதிரடி,world, உலகம்
2017/Jul/23239-actor-mansoor-ali-khan-comments-and-questioned-to-kamal-hasan-about-bigboss-show.txt,கமல்ஹாசன் இப்படி பண்ணலாமா ’பாஸ்’: மன்சூர் காட்டம்,cinema, சினிமா
2017/Nov/33994-actress-amala-paul-statement.txt,இந்த ஆண்டு மட்டும் ஒரு கோடி ரூபாய் வரி கட்டியுள்ளேன்: அமலாபால் விளக்கம்,cinema, சினிமா
2018/Jul/48097-udupi-teacher-buys-bus-turns-driver-all-to-ensure-students-don-t-drop-out-of-school.txt,‘இப்படிப்பட்ட குருவும் இருக்கிறார்கள்’.. மாணவர்களின் சேவகரான ஆசிரியர்..!,india, இந்தியா
2017/Feb/16759-governor-ch-vidyasagar-rao-likely-to-take-decision-on-tn-politics-by-this-evening.txt,ஆளுநர் இன்று அழைப்பாரா?,tamilnadu, தமிழ்நாடு
2018/Aug/49538-local-body-election-schedule-will-not-file-in-high-court.txt,நவம்பரில் உள்ளாட்சி தேர்தல் ?,tamilnadu, தமிழ்நாடு
2018/May/45949-chennai-super-kings-vs-sunrisers-hyderabad-ipl-2018-final-williamson-yusuf-power-srh-to-competitive-178-6.txt,யாருக்கு கோப்பை..? சிஎஸ்கேவுக்கு கடின இலக்கை நிர்ணயித்த ஹைதராபாத்,sports, விளையாட்டு
2018/Oct/53006-home-ministery-issued-direction-to-kerala-government-that-necessary-steps-should-be-taken-on-the-sabarimala-issue.txt,“சபரிமலை பிரச்னையில் முன்னெச்சரிக்கையாக இருங்கள்” - உள்துறை அமைச்சகம்,india, இந்தியா
2017/Apr/18675-vaiko-request-to-mdmk-cadres.txt,கருவேல மரத்தை அகற்றுங்கள்; என்னை பார்க்க சிறைக்கு வராதீர்கள்: வைகோ வேண்டுகோள்,tamilnadu, தமிழ்நாடு
2018/Dec/55573-ttv-dinakaran-letter-about-senthil-balaji.txt,“ஒருசிலர் விலகுவதால் எந்தப் பாதிப்பு இல்லை” - டிடிவி தினகரன் கடிதம்,politics, அரசியல்
2018/Oct/52629-nirmala-sitharaman-go-to-france-in-between-rafale-scam.txt,நிர்மலா சீதாராமன் நாளை பிரான்ஸ் பயணம்,india, இந்தியா
2017/Aug/28198-district-collector-s-order-for-dengue-spreading-shops.txt,டெங்குவை பரப்பும் கடைகளுக்கு சீல் - சேலம் மாவட்ட ஆட்சியர் உத்தரவு,tamilnadu, தமிழ்நாடு
2017/May/20157-conditional-bail-to-sekar-reddy.txt,சேகர் ரெட்டி டெல்லியில் தினமும் கையெழுத்திட உத்தரவு,tamilnadu, தமிழ்நாடு
2018/Jul/48095-death-toll-from-thai-tourist-boat-sinking-climbs-to-41.txt,புக்கட் தீவில் படகு கவிழ்ந்து 41 பேர் பரிதாப பலி: தாய்லாந்தில் சோகம்!,world, உலகம்
2018/Mar/42711-students-protest-against-sterlite-plant.txt,ஸ்டெர்லைட் ஆலைக்கு எதிர்ப்பு: மழையிலும் தொடரும் மாணவர்களின் போராட்டம்..!,tamilnadu, தமிழ்நாடு
2018/Oct/52363-tamil-nadu-on-red-alert-for-very-heavy-rain-on-sunday.txt,“ரெட் அலர்ட்” - அதிகாரிகளுக்கு முதல்வர் அதிரடி உத்தரவு,politics, அரசியல்
2017/Apr/19536-cinematographer-nk-vishwanathan-passed-away.txt,‌ஒளிப்பதிவாளர் என்.கே.விசுவநாதன் காலமானார்,cinema, சினிமா
2018/Sep/51550-president-launches-the-logo-and-web-portal-for-150th-birth-anniversary-of-mahatma-gandhi.txt,தொடங்கியது காந்தி பெயரில் புதிய இணையதளம் ,india, இந்தியா
2017/Jul/25503-test-with-sri-lanka-the-indian-team-in-strong-position.txt,இலங்கையுடன் டெஸ்ட்: வலுவான நிலையில் இந்திய அணி,sports, விளையாட்டு
2018/Nov/53951-sri-lankan-president-maithripala-sirisena-dissolves-parliament-snap-election-on-january-5.txt,அதிகாரமில்லை.. ஆனால் ஆடி முடித்த சிறிசேன !,world, உலகம்
2018/Sep/51309-rajini-s-2-0-teaser-reviews.txt,ரஜினியின் ‘2.0’ டீசரில் ஒளிந்திருக்கும் உண்மைகளை கண்டுபிடித்தீர்களா?,cinema, சினிமா
2018/Dec/55837-mostly-old-players-retained-chennai-super-kings-complete-squad.txt,'எல்லாம் பழசு இரண்டே பேர் புதுசு' சாதிக்குமா சிஎஸ்கே ?,sports, விளையாட்டு
2018/Oct/53168-the-13-years-old-school-girl-as-murdered-in-infront-of-her-mother-at-aathur.txt,தாய் கண் எதிரே பள்ளி மாணவி கழுத்து அறுத்து கொடூர கொலை !,tamilnadu, தமிழ்நாடு
2017/Feb/16306-trump-administration-sanctions-iran-over-missile-test.txt,ஒபாமாவை போல் நான் அல்ல..! ஈரானுக்கு ட்ரம்ப் எச்சரிக்கை...,world, உலகம்
2018/Oct/53036-rcb-sell-de-kock-to-mumbai-in-ipl-2019.txt,ஐபிஎல் 2019: டி காக்கை மும்பைக்கு விற்றது பெங்களூரு!,sports, விளையாட்டு
2017/Dec/36778-do-not-petrol-the-car-anymore-the-beer-is-enough.txt,"காருக்கு இனி பெட்ரோல் வேண்டாம், பீர் போதும்!",world, உலகம்
2017/Feb/16733-now-also-chance-for-sasikala-subramanian-swamy.txt,சசிகலாவுக்கு இப்போதும் வாய்ப்பு இருக்கிறது: சுப்பிரமணியன் சுவாமி,tamilnadu, தமிழ்நாடு
2017/Jul/23085-lorry-accident-in-hosur-krishnagiri-one-dead-4-injured.txt,"லாரிகள் மோதல்: ஒருவர் பலி, 4 பேர் படுகாயம்!",tamilnadu, தமிழ்நாடு
2017/Oct/33387-blue-whale-game-ban-plea-the-supreme-court-observed-that-blue-whale-game-is-a-national-problem.txt,ப்ளூவேல் விழிப்புணர்வு நிகழ்ச்சி: டிடிக்கு உச்சநீதிமன்றம் உத்தரவு,india, இந்தியா
2018/Mar/42651-russia-fire-shopping-mall-blaze-in-siberia-kills-37.txt,ரஷ்ய வணிக வளாகத்தில் தீவிபத்து: 37 பேர் பரிதாப பலி,world, உலகம்
2016/Dec/14246-suburban-of-chennai-getting-100-electricity-in-the-3-days.txt,சென்னை புறநகர்ப் பகுதி‌களில் 3 நாட்களில் 100% மின் விநியோகம்: அமைச்சர் தங்கமணி,tamilnadu, தமிழ்நாடு
2018/Dec/56343-viswasam-trailer-on-the-way-editor-ruben-conforms-in-twitter.txt,கொலமாஸ் விஸ்வாசம் டிரைலர் 'ஆன் தி வே' !,cinema, சினிமா
2018/Oct/52206-i-am-the-big-fan-of-vijay-varalaxmi-sarathkumar.txt,“விஜய்யின் வெறித்தனமான ரசிகை நான்”- வரலக்ஷ்மி சரத்குமார்,cinema, சினிமா
2018/Nov/53810-29-persons-die-for-dengue-and-swine-flu-in-tamilnadu.txt,"பன்றி, டெங்கு காய்ச்சலுக்கு தமிழ்நாட்டில் 29 பேர் பலி",tamilnadu, தமிழ்நாடு
2017/Jan/14975-turkey-newyear-gunshoot-attack.txt,புத்தாண்டு கொண்டாட்டத்தில் துப்பாக்கிச்சூடு... ஐ.எஸ். இயக்கம் பொறுப்பேற்பு,world, உலகம்
2018/Jul/48534-france-s-world-cup-team-given-heroes-welcome-in-paris.txt,கோப்பையுடன் வந்த வீரர்களை உற்சாகமாய் வரவேற்ற பிரான்ஸ்  !,sports, விளையாட்டு
2018/Aug/49575-director-pandiraj-celebrates-kadaikutty-singam-hit.txt,’கடைக்குட்டி சிங்கம்’ ஹிட்: சொந்த ஊரில் ’கெடா’ வெட்டிய பாண்டிராஜ்!,cinema, சினிமா
2018/Sep/51988-ms-dhoni-should-play-domestic-cricket-feels-sunil-gavaskar.txt,'தோனி லோக்கல் போட்டிகளில் விளையாடட்டும்' சுனில் கவாஸ்கர்,sports, விளையாட்டு
2018/Dec/55124-mk-stalin-criticized-central-government-on-dam-issue.txt,புல்கூட முளைக்காத சூழலில் தாமரை மலர்ந்துவிடுமா?: மு.க.ஸ்டாலின்,tamilnadu, தமிழ்நாடு
2018/Jul/48268-gujarat-river-bridge-in-dangerous-condition-but-people-using-it-dangerously.txt,ஆபத்தான ஆற்றை உயிரை பணயம் வைத்து கடக்கும் மக்கள்,india, இந்தியா
2018/Dec/55789-i-have-a-responsibility-to-prevent-the-country-from-being-divided-says-rajapaksha.txt,நாட்டின் நிலை அறிந்தே பதவியை துறந்தேன் - ராஜபக்ச,world, உலகம்
2017/Oct/33580-mla-thamimun-ansari-dengue-awareness-notice-in-nagappatnam.txt,டெங்கு விழிப்புணர்வு துண்டு பிரசுரங்களை விநியோகித்தார் தமிமுன் அன்சாரி,tamilnadu, தமிழ்நாடு
2018/Sep/50937-up-govt-plans-to-give-free-education-from-kg-to-pg.txt,ஆரம்பக்கல்வி முதல் பட்டப்படிப்பு வரை இலவச கல்வி - உ.பி அரசு திட்டம்,india, இந்தியா
2018/Apr/44399-9-dead-after-a-vehicle-rammed-into-a-parked-truck.txt,நின்ற லாரி மீது மோதியது டாட்டா மேஜிக்: 9 பேர் பரிதாப பலி!,india, இந்தியா
2018/Jan/39080-let-s-make-bengaluru-the-second-capital-of-india-letter-to-the-prime-minister.txt,இந்தியாவின் இரண்டாம் தலைநகராக பெங்களூரை ஆக்க வேண்டும்: பிரதமருக்கு கடிதம்,india, இந்தியா
2018/Dec/55127-i-will-not-make-ranil-wickremesinghe-as-prime-minister-says-sirisena.txt,“ரணிலுக்கு பிரதமர் பதவி கிடையாது” - சிறிசேன திட்டவட்டம்,world, உலகம்
2018/Feb/40477-akshay-starrer-flick-padman-banned-in-pak.txt,’கலாசாரத்துக்கு எதிராக இருக்கிறது’: ’பேட்மேன்’ படத்துக்கு பாகிஸ்தான் தடை!,cinema, சினிமா
2018/Dec/55152-tamilisai-answer-to-stalin-about-lotus.txt,“சூரியன் மறைந்தாலும் தாமரை மலரும்”: தீவிரமடையும் தமிழிசை - ஸ்டாலின் கருத்து மோதல்,politics, அரசியல்
2017/Aug/26796-sai-pallavi-hikes-her-fee.txt,மலர் டீச்சரைத் துரத்தும் தயாரிப்பாளர்கள் !,cinema, சினிமா
2017/Dec/36755-smart-card-must-from-january.txt,ஜன.1 முதல் ஸ்மார் கார்ட் இருந்தால் மட்டுமே ரேஷன் பொருட்கள்!,tamilnadu, தமிழ்நாடு
2017/Sep/29991-maha-pushkara-festival-cauvery-water-has-chance-to-reach-mayiladuthurai-today.txt,மகா புஷ்கர விழா - காவிரி நீர் இன்று மயிலாடுதுறை வந்தடைய வாய்ப்பு,tamilnadu, தமிழ்நாடு
2018/Dec/55421-vijay-mallya-extradition-case-westminster-court-says-taken-to-india.txt,விஜய் மல்லையாவை நாடு கடத்த இங்கிலாந்து நீதிமன்றம் உத்தரவு ,india, இந்தியா
2017/Oct/31867-rowdy-sridhar-death-issue-kancheepuram-collector.txt,கம்போடியாவில் உயிரிழந்தது ரவுடி ஸ்ரீதர்தானா?,tamilnadu, தமிழ்நாடு
2017/Nov/34759-minister-sengottaiyan-said-about-tn-education-department.txt,இந்தியாவிற்கே தமிழகம் முன்னோடி மாநிலமாக திகழ்கிறது: செங்கோட்டையன்,tamilnadu, தமிழ்நாடு
2018/Dec/54976-rahul-gandhi-is-my-captain-he-sent-me-to-pakistan-navjot-sidhu.txt,"’ராகுல்காந்தி என் கேப்டன், அவர்தான் பாகிஸ்தானுக்கு அனுப்பினார்’: சித்து",india, இந்தியா
2018/Jun/47007-driver-files-complaint-against-ips-officer-s-daughter.txt,’காரை லேட்டாவா கொண்டு வருவே?’: போலீஸ் டிரைவரை தாக்கிய ஐபிஎஸ் மகள்!,india, இந்தியா
2018/Jul/48035-mangalore-mob-incited-by-rumours-attacks-father-suspecting-him-of-being-a-child-kidnapper.txt,“அடிக்காதீங்க இது என் மகள்தான்” - தந்தைக்கு நேர்ந்த கொடுமை,india, இந்தியா
2017/Jan/15870-petition-against-tn-government-ordiance-on-jallikattu.txt,தமிழக அரசின் ஜல்லிக்கட்டு சட்டத்தை எதிர்த்து உச்சநீதிமன்றத்தில் மனு,india, இந்தியா
2018/Nov/54123-a-man-arrested-for-usury-interest-in-chennai.txt,சென்னையில் கந்துவட்டி கேட்டு மிரட்டியவர் கைது,tamilnadu, தமிழ்நாடு
2017/Oct/31236-nawas-sharif-family-members-arrest-warrant.txt,நவாஸ் ஷெரீஃப் குடும்பத்தினருக்கு ஜாமீனில் வெளிவர முடியாத பிடிவாரண்ட்,world, உலகம்
2017/Jul/25129-ramnath-kovind-to-be-sworn-in-today.txt,புதிய குடியரசுத் தலைவராக ராம்நாத் கோவிந்த் இன்று பதவியேற்பு,india, இந்தியா
2018/Jul/48055-to-all-the-parents-thai-coach-s-handwritten-note-from-cave.txt,'நான் நல்லா இருக்கேன் ஆனா ரொம்ப குளிருது' குகையில் தாய்லாந்து சிறுவன் கடிதம் !,world, உலகம்
2017/Apr/19066-old-notes-for-thirupathi-laddu.txt,லட்டுக்கு குவியும் செல்லாத நோட்டு: திணருது திருப்பதி,india, இந்தியா
2018/Dec/55583-shouting-ayyappa-man-attempts-self-immolation-near-bjp-protest-venue-in-kerala.txt,சபரிமலை விவகாரம்: பாஜக ஆர்ப்பாட்டத்திற்கு முன்பாக ஒருவர் தீக்குளிப்பு,india, இந்தியா
2016/Dec/14573-adhesives-vast-became-intoxicated-deteriorating-school-college-students.txt,மாணவர்களின் போதை வஸ்தாக மாறிய பசைகள்...,tamilnadu, தமிழ்நாடு
2018/Feb/40704-viduthalai-chiruthaigal-katchi-invited-kamal-haasan-for-thirumavalavan-book-release-function.txt,கமல்ஹாசனுக்கு விடுதலை சிறுத்தைகள் அழைப்பு,politics, அரசியல்
2018/May/44624-dhiwakaran-son-jai-anand-attacked-dhinakaran.txt,முதல்வர் பழனிசாமியை எதிர்க்க முடியாது - திவாகரன் மகன் ஜெய் ஆனந்த் கருத்து,politics, அரசியல்
2018/Oct/52626-cm-palanisamy-said-about-tn-peace-and-economics.txt,‘தமிழகம் அமைதிப் பூங்காவாக திகழ்கிறது’ - முதலமைச்சர் பழனிசாமி,tamilnadu, தமிழ்நாடு
2018/Sep/50939-government-school-student-srikanth-has-drawn-the-image-of-dr-radhakrishnan.txt,டாக்டர்.ராதாகிருஷ்ணன் படத்தை தலைகீழாக வரைந்து அசத்தும் மாணவர்,tamilnadu, தமிழ்நாடு
2018/Oct/53419-arjuna-awardee-boxer-dinesh-kumar-forced-to-sell-kulfi-on-streets-of-haryana.txt,விருதையும் பதக்கத்தையும் வைத்து என்ன செய்ய ? குல்ஃபி விற்கும் குத்துச் சண்டை வீரர் !,sports, விளையாட்டு
2018/Oct/52754-kamal-hassan-said-about-lokayuktas-act.txt,'முதல்வரானால் லோக் ஆயுக்தா கொண்டு வருவேன்' : கமல்ஹாசன்,politics, அரசியல்
2018/Sep/52054-captain-rohit-sharma-likens-himself-to-ms-dhoni-after-successful-asia-cup-2018-campaign.txt,“கேப்டன்ஷிப்பில் தோனியே எனக்கு குரு” - ரோகித் சர்மா நெகிழ்ச்சி,sports, விளையாட்டு
2018/Nov/54269-judge-orders-white-house-to-temporarily-restore-cnn-reporter-s-press-pass.txt,“சிஎன்என் செய்தியாளரை அனுமதியுங்கள்” - அமெரிக்க நீதிமன்றம் உத்தரவு,world, உலகம்
2018/Nov/54936-better-chance-for-heavy-rain-in-delta-regions.txt,டெல்டா மாவட்டங்களில் கனமழை பெய்யும் !,tamilnadu, தமிழ்நாடு
2018/Dec/55996-producers-council-lock-has-been-opened-today.txt,தயாரிப்பாளர் சங்கத்தின் பூட்டு திறக்கப்பட்டது ,cinema, சினிமா
2018/Jun/46377-kamalhaasan-s-bigg-boss-telecast-on-june-17.txt,ஜூன் 17 முதல் ஒளிபரப்பாகும் ‘பிக்பாஸ்2’,cinema, சினிமா
2017/Jan/15187-boy-with-the-world-s-largest-head-has-surgery-to-remove-3-7-litres-of-fluid-from-around-his-skull.txt,7 மாத குழந்தை தலைக்குள் 3.7 லிட்டர் திரவம்,india, இந்தியா
2017/Apr/18743-ac-offer-for-animals-in-madhya-pradesh.txt,சம்மர் ஸ்பெஷல்.... விலங்குகளை குளிர்விக்க ஏசி,india, இந்தியா
2018/Aug/49567-siraj-four-for-leaves-south-africa-a-in-deep-trouble.txt,"மிரட்டினார் முகமது சிராஜ், வெற்றியை நோக்கி இந்திய ஏ டீம்!",sports, விளையாட்டு
2018/Dec/55576-tamil-nadu-cm-s-gaja-relief-fund-gets-rs-87-crore-donation.txt,“கஜா புயல் நிவாரண நிதிக்கு 87 கோடி நன்கொடை”- தமிழக அரசு ,tamilnadu, தமிழ்நாடு
2018/Oct/52680-m-t-vasudevan-nair-demands-randamoozham-screenplay-back.txt,’ஒப்பந்தம் முடிஞ்சு போச்சு’: ’மகாபாரதம்’ ஸ்கிரிப்டை திருப்பிக் கேட்ட வாசுதேவன் நாயர்!,cinema, சினிமா
2018/Jul/49195-high-court-madurai-bench-judges-questioned-about-thoothukudi-gunfire.txt,“தூத்துக்குடி 144 உத்தரவு முறையாக விளம்பரப்படுத்தப்பட்டதா?” - நீதிபதிகள் கேள்வி ,tamilnadu, தமிழ்நாடு
2016/Nov/13166-admk-team-protest-in-pondycherry.txt,நெல்லித்தோப்பில் அதிமுகவினரின் திடீர் போராட்டத்தால் பரபரப்பு..!,india, இந்தியா
2018/Jul/49268-don-t-share-your-aadhaar-number-says-uidai-after-telecom-authority-chief-s-public-challenge.txt,வெளிப்படையாக ஆதார் எண்ணை பதிவிடாதீர்கள் - ஆணையம் வேண்டுகோள்,india, இந்தியா
2018/Jul/49049-gunathilaka-suspended-for-six-international-matches.txt,6 போட்டிகளில் விளையாட இலங்கை வீரருக்கு மீண்டும் தடை!,sports, விளையாட்டு
2017/Jan/15894-bus-route-changes-in-chennai.txt,சென்னையின் பல இடங்களில் போக்குவரத்து மாற்றம்,tamilnadu, தமிழ்நாடு
2017/Jul/25429-pv-sindhu-appointed-as-deputy-collector-in-andhra-pradesh-government.txt,துணை கலெக்டர் ஆனார் பி.வி.சிந்து,sports, விளையாட்டு
2017/Jun/22639-engineer-develops-drones-that-can-plant-one-billion-trees-to-combat-deforestation.txt,மரம் நடும் ட்ரோன்...ஆஸி. பொறியாளரின் அசத்தல் கண்டுபிடிப்பு,world, உலகம்
2018/Oct/53268-actor-santhanam-joins-hands-with-bollywood-actress.txt,பாலிவுட் நடிகையுடன் ஜோடி போடும் சந்தானம்,cinema, சினிமா
2017/Jul/25198-cinematic-financier-arrested-with-bothra.txt,கந்துவட்டி புகார்: சினிமா ஃபைனான்சியர் போத்ரா மகன்களுடன் கைது!,tamilnadu, தமிழ்நாடு
2018/Jan/39912-surya-watch-rekla-race-with-his-son-dev-kataikutty-singam.txt,ட்ரெண்டான ‘கடைக்குட்டி சிங்கம்’: ரேக்ளாவை மகனுடன் ரசித்த சூர்யா!,cinema, சினிமா
2018/Nov/54500-state-disaster-control-center-order-to-3-district-collectors.txt,நீர்நிலைகளை கண்காணிக்க வேண்டும் - 3 மாவட்ட ஆட்சியர்களுக்கு உத்தரவு ,tamilnadu, தமிழ்நாடு
2018/Apr/43313-p-pandi-film-has-remake-in-kanada.txt,கன்னடத்திற்கு போகிறார் தனுஷின் ‘ப.பாண்டி’,cinema, சினிமா
2018/Oct/52252-minister-rb-udayakumar-comment-about-actor-vijay.txt,“முதல்வராக விஜய் வேஷம் போட்டால் ரசிக்கலாம்.” - ஆர்.பி.உதயகுமார் விமர்சனம்,tamilnadu, தமிழ்நாடு
2017/Aug/27693-vivegam-tickets-sold-for-rs-800-to-1500.txt,ரூ.800 முதல் ரூ.1500 வரை விற்கப்படும் விவேகம் டிக்கெட்,cinema, சினிமா
2017/Jan/15992-ar-murugadoss-stopped-drinking-pesi-and-coke.txt,பெப்சி கோக் விஷயத்தில் முந்திக்கொண்ட ஏ.ஆர்.முருகதாஸ்..!,cinema, சினிமா
2017/Jan/15642-jallikkattu-protest-youths-thanks-peta.txt,பீட்டாவுக்கு நன்றி சொன்ன மாணவர்கள்,tamilnadu, தமிழ்நாடு
2018/Dec/56335-the-biggest-lies-of-the-year.txt,சொன்னது வேறு; உண்மை வேறு - 2018ன் தவறான தகவல்கள்!,india, இந்தியா
2018/Jun/46664-leaders-and-press-people-condemned-that-case-filed-on-puthiya-thalaimurai-channel.txt,புதிய தலைமுறை மீது வழக்கு : ஜனநாயகத்திற்கு எதிரானது,politics, அரசியல்
2018/Aug/49289-girls-drugged-forced-to-sleep-naked-at-bihar-shelter-home-police.txt,'தினமும் ஆடை இல்லாமல் தூங்க சொல்வார்கள்' 7 வயது சிறுமியின் திடுக்கிடும் தகவல்,india, இந்தியா
2018/Aug/49343-water-has-to-be-released-from-idukki-reservoir-kerala-government.txt,26 ஆண்டுகளுக்கு பின் நிரம்பும் இடுக்கி அணை..! பாதுகாப்பு ஏற்பாடுகள் தீவிரம்..!,india, இந்தியா
2017/Nov/33800-people-request-bridge-in-mayiladuthurai.txt,சடலத்துடன் ஆற்றைக் கடக்கும் மக்கள்: இணைப்பு பாலம் அமைத்து தர கோரிக்கை,tamilnadu, தமிழ்நாடு
